FPGrowth found 49 rules (displaying top 10)

 1. [Wholesale trade, except of motor vehicles and motorcycles=t, Specialised construction activities=t, Food and beverage service activities=t, Financial service activities, except insurance and pension funding=t]: 1302 ==> [Retail trade, except of motor vehicles and motorcycles=t]: 1263   <conf:(0.97)> lift:(1.63) lev:(0.1) conv:(13.13) 
 2. [Specialised construction activities=t, Food and beverage service activities=t, Financial service activities, except insurance and pension funding=t]: 1382 ==> [Retail trade, except of motor vehicles and motorcycles=t]: 1332   <conf:(0.96)> lift:(1.62) lev:(0.1) conv:(10.93) 
 3. [Retail trade, except of motor vehicles and motorcycles=t, Specialised construction activities=t, Food and beverage service activities=t, Financial service activities, except insurance and pension funding=t]: 1332 ==> [Wholesale trade, except of motor vehicles and motorcycles=t]: 1263   <conf:(0.95)> lift:(1.49) lev:(0.08) conv:(6.89) 
 4. [Retail trade, except of motor vehicles and motorcycles=t, Specialised construction activities=t, Land transport and transport via pipelines=t]: 1343 ==> [Wholesale trade, except of motor vehicles and motorcycles=t]: 1273   <conf:(0.95)> lift:(1.49) lev:(0.08) conv:(6.85) 
 5. [Specialised construction activities=t, Food and beverage service activities=t, Construction of buildings=t]: 1386 ==> [Retail trade, except of motor vehicles and motorcycles=t]: 1312   <conf:(0.95)> lift:(1.59) lev:(0.1) conv:(7.45) 
 6. [Wholesale trade, except of motor vehicles and motorcycles=t, Specialised construction activities=t, Financial service activities, except insurance and pension funding=t]: 1489 ==> [Retail trade, except of motor vehicles and motorcycles=t]: 1408   <conf:(0.95)> lift:(1.58) lev:(0.1) conv:(7.32) 
 7. [Retail trade, except of motor vehicles and motorcycles=t, Specialised construction activities=t, Manufacture of fabricated metal products, except machinery and equipment=t]: 1351 ==> [Wholesale trade, except of motor vehicles and motorcycles=t]: 1275   <conf:(0.94)> lift:(1.48) lev:(0.08) conv:(6.35) 
 8. [Specialised construction activities=t, Food and beverage service activities=t, Construction of buildings=t]: 1386 ==> [Wholesale trade, except of motor vehicles and motorcycles=t]: 1307   <conf:(0.94)> lift:(1.48) lev:(0.08) conv:(6.27) 
 9. [Food and beverage service activities=t, Real estate activities=t]: 1405 ==> [Retail trade, except of motor vehicles and motorcycles=t]: 1324   <conf:(0.94)> lift:(1.58) lev:(0.1) conv:(6.91) 
10. [Specialised construction activities=t, Food and beverage service activities=t, Financial service activities, except insurance and pension funding=t]: 1382 ==> [Wholesale trade, except of motor vehicles and motorcycles=t]: 1302   <conf:(0.94)> lift:(1.48) lev:(0.08) conv:(6.18) 

