FPGrowth found 20 rules (displaying top 10)

 1. [Retail trade, except of motor vehicles and motorcycles=t, Food and beverage service activities=t]: 4840 ==> [Wholesale trade, except of motor vehicles and motorcycles=t]: 4733   <conf:(0.98)> lift:(1.07) lev:(0.05) conv:(3.79) 
 2. [Retail trade, except of motor vehicles and motorcycles=t, Specialised construction activities=t]: 4976 ==> [Wholesale trade, except of motor vehicles and motorcycles=t]: 4818   <conf:(0.97)> lift:(1.06) lev:(0.04) conv:(2.65) 
 3. [Food and beverage service activities=t]: 5155 ==> [Wholesale trade, except of motor vehicles and motorcycles=t]: 4964   <conf:(0.96)> lift:(1.05) lev:(0.04) conv:(2.27) 
 4. [Retail trade, except of motor vehicles and motorcycles=t]: 5671 ==> [Wholesale trade, except of motor vehicles and motorcycles=t]: 5418   <conf:(0.96)> lift:(1.04) lev:(0.03) conv:(1.89) 
 5. [Wholesale trade, except of motor vehicles and motorcycles=t, Food and beverage service activities=t]: 4964 ==> [Retail trade, except of motor vehicles and motorcycles=t]: 4733   <conf:(0.95)> lift:(1.11) lev:(0.07) conv:(2.98) 
 6. [Crop and animal production, hunting and related service activities=t, Retail trade, except of motor vehicles and motorcycles=t]: 5157 ==> [Wholesale trade, except of motor vehicles and motorcycles=t]: 4910   <conf:(0.95)> lift:(1.04) lev:(0.03) conv:(1.76) 
 7. [Specialised construction activities=t]: 5510 ==> [Wholesale trade, except of motor vehicles and motorcycles=t]: 5235   <conf:(0.95)> lift:(1.04) lev:(0.03) conv:(1.69) 
 8. [Crop and animal production, hunting and related service activities=t, Specialised construction activities=t]: 5036 ==> [Wholesale trade, except of motor vehicles and motorcycles=t]: 4779   <conf:(0.95)> lift:(1.04) lev:(0.03) conv:(1.65) 
 9. [Food and beverage service activities=t]: 5155 ==> [Retail trade, except of motor vehicles and motorcycles=t]: 4840   <conf:(0.94)> lift:(1.09) lev:(0.06) conv:(2.27) 
10. [Wholesale trade, except of motor vehicles and motorcycles=t, Specialised construction activities=t]: 5235 ==> [Retail trade, except of motor vehicles and motorcycles=t]: 4818   <conf:(0.92)> lift:(1.07) lev:(0.05) conv:(1.75) 

